Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
11-Apr-20,SWAS,Treliske Hospital,57,100.00%,14,24.56%,2,3.51%,1,1.75%,1,1.75%,2.68,1.13,0.6,95.8,11.25,21.35,10.69,0.05
12-Apr-20,SWAS,Treliske Hospital,68,100.00%,20,29.41%,5,7.35%,0,0.00%,0,0.00%,3.24,0.71,0,43.82,12.14,28.48,13.76,0.05
13-Apr-20,SWAS,Treliske Hospital,53,100.00%,18,33.96%,1,1.89%,1,1.89%,0,0.00%,2.54,0.72,0.22,72.97,12.75,24.27,11.26,0.05
14-Apr-20,SWAS,Treliske Hospital,64,100.00%,17,26.56%,2,3.13%,0,0.00%,0,0.00%,2.47,0.71,0,55.62,11.98,21.55,12.78,0.04
15-Apr-20,SWAS,Treliske Hospital,48,100.00%,12,25.00%,4,8.33%,0,0.00%,0,0.00%,2.57,0.34,0,41.35,12.56,29.93,10.05,0.05
16-Apr-20,SWAS,Treliske Hospital,60,100.00%,18,30.00%,1,1.67%,0,0.00%,0,0.00%,1.61,0.12,0,37.17,11.97,19.2,11.97,0.03
17-Apr-20,SWAS,Treliske Hospital,66,100.00%,26,39.39%,5,7.58%,0,0.00%,0,0.00%,4.27,0.56,0,45.07,13.8,29.4,15.18,0.06
18-Apr-20,SWAS,Treliske Hospital,67,100.00%,23,34.33%,5,7.46%,1,1.49%,1,1.49%,4.56,2.31,1.14,128.22,13.79,20.8,15.4,0.07
19-Apr-20,SWAS,Treliske Hospital,69,100.00%,19,27.54%,2,2.90%,0,0.00%,0,0.00%,2.24,0.12,0,34.1,11.87,23.95,13.65,0.03
20-Apr-20,SWAS,Treliske Hospital,74,100.00%,19,25.68%,4,5.41%,0,0.00%,0,0.00%,3.14,0.77,0,53.15,12.28,23.68,15.15,0.04
21-Apr-20,SWAS,Treliske Hospital,54,100.00%,12,22.22%,2,3.70%,0,0.00%,0,0.00%,1.37,0.13,0,35,10.34,18.83,9.3,0.03
22-Apr-20,SWAS,Treliske Hospital,65,100.00%,15,23.08%,1,1.54%,0,0.00%,0,0.00%,1.24,0.3,0,48.2,10.14,18.75,10.98,0.02
23-Apr-20,SWAS,Treliske Hospital,68,100.00%,14,20.59%,3,4.41%,0,0.00%,0,0.00%,2.2,0.54,0,55.63,10.84,20.17,12.29,0.03
24-Apr-20,SWAS,Treliske Hospital,61,100.00%,16,26.23%,2,3.28%,0,0.00%,0,0.00%,1.52,0.16,0,37.32,10.55,20.37,10.73,0.02
25-Apr-20,SWAS,Treliske Hospital,69,100.00%,22,31.88%,2,2.90%,0,0.00%,0,0.00%,2.22,0.17,0,37.58,12.24,22.62,14.07,0.03
26-Apr-20,SWAS,Treliske Hospital,73,100.00%,12,16.44%,2,2.74%,0,0.00%,0,0.00%,1.21,0.2,0,36.73,9.89,16.78,12.03,0.02
27-Apr-20,SWAS,Treliske Hospital,97,100.00%,20,20.62%,4,4.12%,0,0.00%,0,0.00%,2.76,0.38,0,44.6,11.01,22,17.81,0.03
28-Apr-20,SWAS,Treliske Hospital,80,100.00%,18,22.50%,4,5.00%,0,0.00%,0,0.00%,2.38,0.45,0,43.23,10.77,19.73,14.36,0.03
29-Apr-20,SWAS,Treliske Hospital,75,100.00%,14,18.67%,3,4.00%,0,0.00%,0,0.00%,2,0.5,0,58.1,11.01,19.22,13.76,0.03
30-Apr-20,SWAS,Treliske Hospital,81,100.00%,22,27.16%,1,1.23%,0,0.00%,0,0.00%,2.74,0.15,0,38.87,11.2,23.82,15.12,0.03
01-May-20,SWAS,Treliske Hospital,80,100.00%,23,28.75%,5,6.25%,0,0.00%,0,0.00%,3.5,0.8,0,53.03,13.04,25,17.39,0.04
02-May-20,SWAS,Treliske Hospital,85,100.00%,23,27.06%,1,1.18%,0,0.00%,0,0.00%,2.37,0.02,0,31.13,10.99,21.4,15.57,0.03
03-May-20,SWAS,Treliske Hospital,63,100.00%,12,19.05%,1,1.59%,0,0.00%,0,0.00%,1.03,0.19,0,41.35,10.16,16.92,10.67,0.02
04-May-20,SWAS,Treliske Hospital,89,100.00%,19,21.35%,1,1.12%,0,0.00%,0,0.00%,2.02,0.09,0,35.43,11.09,18.85,16.45,0.02
05-May-20,SWAS,Treliske Hospital,73,100.00%,17,23.29%,2,2.74%,0,0.00%,0,0.00%,1.9,0.11,0,35,10.53,21.65,12.81,0.03
06-May-20,SWAS,Treliske Hospital,75,100.00%,15,20.00%,1,1.33%,0,0.00%,0,0.00%,1.53,0.05,0,32.7,9.99,19.93,12.49,0.02
07-May-20,SWAS,Treliske Hospital,86,100.00%,16,18.60%,3,3.49%,0,0.00%,0,0.00%,2.26,0.37,0,45.42,10.78,20.5,15.45,0.03
08-May-20,SWAS,Treliske Hospital,77,100.00%,10,12.99%,2,2.60%,0,0.00%,0,0.00%,1.54,0.61,0,59.12,8.64,15.95,11.08,0.02
09-May-20,SWAS,Treliske Hospital,81,100.00%,26,32.10%,3,3.70%,0,0.00%,0,0.00%,2.89,0.29,0,43.48,12.41,22.47,16.75,0.04
10-May-20,SWAS,Treliske Hospital,85,100.00%,19,22.35%,6,7.06%,0,0.00%,0,0.00%,2.53,0.31,0,41.25,10.86,20.78,15.39,0.03
11-May-20,SWAS,Treliske Hospital,74,100.00%,14,18.92%,1,1.35%,0,0.00%,0,0.00%,1.17,0.02,0,31.43,9.64,19.48,11.89,0.02
12-May-20,SWAS,Treliske Hospital,90,100.00%,26,28.89%,8,8.89%,1,1.11%,0,0.00%,5.28,1.88,0.21,72.7,12.8,27.68,19.2,0.06
13-May-20,SWAS,Treliske Hospital,64,100.00%,15,23.44%,4,6.25%,0,0.00%,0,0.00%,2.55,0.87,0,49.58,11.34,21.67,12.1,0.04
14-May-20,SWAS,Treliske Hospital,86,100.00%,19,22.09%,2,2.33%,0,0.00%,0,0.00%,2.29,0.07,0,32.18,10.64,21.27,15.25,0.03
15-May-20,SWAS,Treliske Hospital,88,100.00%,21,23.86%,2,2.27%,0,0.00%,0,0.00%,2.15,0.01,0,30.63,10.54,21.3,15.46,0.02
16-May-20,SWAS,Treliske Hospital,74,100.00%,20,27.03%,6,8.11%,0,0.00%,0,0.00%,3.64,0.96,0,53.42,13.58,27.55,16.75,0.05
17-May-20,SWAS,Treliske Hospital,76,100.00%,19,25.00%,4,5.26%,0,0.00%,0,0.00%,2.84,1.07,0,53.98,11.33,20.1,14.36,0.04
18-May-20,SWAS,Treliske Hospital,95,100.00%,18,18.95%,1,1.05%,0,0.00%,0,0.00%,1.76,0.25,0,45.1,10.3,19.02,16.31,0.02
19-May-20,SWAS,Treliske Hospital,72,100.00%,8,11.11%,1,1.39%,0,0.00%,0,0.00%,1.42,0.31,0,48.62,9.97,16.68,11.96,0.02
20-May-20,SWAS,Treliske Hospital,102,100.00%,22,21.57%,2,1.96%,0,0.00%,0,0.00%,2.61,0.5,0,49.83,10.83,19.45,18.41,0.03
21-May-20,SWAS,Treliske Hospital,103,100.00%,24,23.30%,3,2.91%,0,0.00%,0,0.00%,2.57,0.17,0,35.38,10.95,22.45,18.79,0.02
22-May-20,SWAS,Treliske Hospital,100,100.00%,23,23.00%,3,3.00%,0,0.00%,0,0.00%,2.58,0.5,0,49.23,10.48,20.7,17.47,0.03
23-May-20,SWAS,Treliske Hospital,101,100.00%,33,32.67%,5,4.95%,0,0.00%,0,0.00%,4.44,0.96,0,59.95,12.62,21.68,21.25,0.04
24-May-20,SWAS,Treliske Hospital,95,100.00%,19,20.00%,2,2.11%,0,0.00%,0,0.00%,2.08,0.03,0,31.57,10.23,20.2,16.19,0.02
25-May-20,SWAS,Treliske Hospital,90,100.00%,19,21.11%,3,3.33%,0,0.00%,0,0.00%,3.18,1.05,0,54.2,10.39,20.72,15.58,0.04
26-May-20,SWAS,Treliske Hospital,82,100.00%,18,21.95%,5,6.10%,0,0.00%,0,0.00%,2.75,0.75,0,56.42,10.09,20,13.79,0.03
27-May-20,SWAS,Treliske Hospital,90,100.00%,14,15.56%,2,2.22%,0,0.00%,0,0.00%,1.78,0.24,0,38.1,9.46,16.77,14.19,0.02
28-May-20,SWAS,Treliske Hospital,108,100.00%,21,19.44%,3,2.78%,0,0.00%,0,0.00%,2.62,0.24,0,36.83,10.68,21.05,19.22,0.02
29-May-20,SWAS,Treliske Hospital,87,100.00%,28,32.18%,1,1.15%,0,0.00%,0,0.00%,3.11,0.05,0,32.75,11.72,25.7,17,0.04
30-May-20,SWAS,Treliske Hospital,84,100.00%,12,14.29%,0,0.00%,0,0.00%,0,0.00%,1.21,0,0,28.22,9.68,16.33,13.56,0.01
31-May-20,SWAS,Treliske Hospital,87,100.00%,13,14.94%,2,2.30%,0,0.00%,0,0.00%,1.37,0.16,0,39.35,9.2,17.3,13.34,0.02
01-Jun-20,SWAS,Treliske Hospital,114,100.00%,23,20.18%,4,3.51%,0,0.00%,0,0.00%,2.54,0.48,0,49.05,9.95,17.87,18.91,0.02
02-Jun-20,SWAS,Treliske Hospital,105,100.00%,26,24.76%,4,3.81%,0,0.00%,0,0.00%,3.65,0.56,0,42.4,11.05,23.38,19.34,0.03
03-Jun-20,SWAS,Treliske Hospital,92,100.00%,17,18.48%,5,5.43%,0,0.00%,0,0.00%,3.22,0.64,0,41.13,10.65,21.72,16.33,0.04
04-Jun-20,SWAS,Treliske Hospital,100,100.00%,26,26.00%,2,2.00%,0,0.00%,0,0.00%,3.07,0.08,0,32.58,10.83,22.03,18.05,0.03
05-Jun-20,SWAS,Treliske Hospital,91,100.00%,27,29.67%,3,3.30%,0,0.00%,0,0.00%,3.52,0.21,0,37.38,11.74,25,17.81,0.04
06-Jun-20,SWAS,Treliske Hospital,86,100.00%,24,27.91%,2,2.33%,0,0.00%,0,0.00%,2.26,0.07,0,33.68,10.77,22.05,15.43,0.03
07-Jun-20,SWAS,Treliske Hospital,89,100.00%,30,33.71%,4,4.49%,0,0.00%,0,0.00%,3.97,0.61,0,51.1,12.73,25.58,18.89,0.04
08-Jun-20,SWAS,Treliske Hospital,96,100.00%,39,40.63%,9,9.38%,2,2.08%,1,1.04%,7.93,2.67,0.76,92.28,15.29,28.48,24.47,0.08
09-Jun-20,SWAS,Treliske Hospital,86,100.00%,13,15.12%,3,3.49%,0,0.00%,0,0.00%,2.3,0.57,0,50.28,10.35,19.85,14.83,0.03
10-Jun-20,SWAS,Treliske Hospital,72,100.00%,14,19.44%,1,1.39%,0,0.00%,0,0.00%,1.37,0.11,0,36.32,9.88,18.75,11.85,0.02
11-Jun-20,SWAS,Treliske Hospital,94,100.00%,15,15.96%,1,1.06%,0,0.00%,0,0.00%,1.28,0.07,0,34.47,9.13,17.42,14.3,0.01
12-Jun-20,SWAS,Treliske Hospital,81,100.00%,26,32.10%,4,4.94%,0,0.00%,0,0.00%,3.03,0.55,0,41.28,11.86,20.18,16.01,0.04
13-Jun-20,SWAS,Treliske Hospital,95,100.00%,14,14.74%,3,3.16%,1,1.05%,0,0.00%,2.66,1.19,0.25,74.88,10.08,17.28,15.95,0.03
14-Jun-20,SWAS,Treliske Hospital,97,100.00%,20,20.62%,1,1.03%,0,0.00%,0,0.00%,1.97,0,0,30.15,10.65,18.98,17.22,0.02
15-Jun-20,SWAS,Treliske Hospital,96,100.00%,21,21.88%,5,5.21%,0,0.00%,0,0.00%,3.58,0.7,0,54.65,11.36,23.12,18.17,0.04
16-Jun-20,SWAS,Treliske Hospital,95,100.00%,32,33.68%,5,5.26%,0,0.00%,0,0.00%,4.48,0.97,0,59.88,12.77,24.15,20.22,0.05
17-Jun-20,SWAS,Treliske Hospital,85,100.00%,19,22.35%,2,2.35%,0,0.00%,0,0.00%,2.27,0.28,0,44.43,11.08,21.63,15.69,0.03
18-Jun-20,SWAS,Treliske Hospital,76,100.00%,14,18.42%,4,5.26%,0,0.00%,0,0.00%,2.25,0.7,0,46.85,9.93,18.25,12.58,0.03
19-Jun-20,SWAS,Treliske Hospital,113,100.00%,30,26.55%,2,1.77%,0,0.00%,0,0.00%,3.79,0.61,0,58.05,11.31,23.15,21.31,0.03
20-Jun-20,SWAS,Treliske Hospital,79,100.00%,9,11.39%,2,2.53%,0,0.00%,0,0.00%,1.64,0.49,0,52.82,8.74,18.3,11.51,0.02
21-Jun-20,SWAS,Treliske Hospital,81,100.00%,6,7.41%,1,1.23%,0,0.00%,0,0.00%,0.67,0.02,0,31.08,7.17,12.87,9.68,0.01
22-Jun-20,SWAS,Treliske Hospital,99,100.00%,22,22.22%,4,4.04%,0,0.00%,0,0.00%,2.68,0.28,0,38.33,10.98,21.27,18.11,0.03
23-Jun-20,SWAS,Treliske Hospital,107,100.00%,31,28.97%,4,3.74%,0,0.00%,0,0.00%,4.63,0.75,0,52.87,12.05,25.2,21.49,0.04
24-Jun-20,SWAS,Treliske Hospital,98,100.00%,29,29.59%,6,6.12%,1,1.02%,1,1.02%,4.74,1.49,0.7,101.7,12.88,23.78,21.03,0.05
25-Jun-20,SWAS,Treliske Hospital,76,100.00%,17,22.37%,5,6.58%,0,0.00%,0,0.00%,3.42,0.84,0,55.95,11.28,27.72,14.29,0.04
26-Jun-20,SWAS,Treliske Hospital,94,100.00%,23,24.47%,7,7.45%,1,1.06%,0,0.00%,5.42,1.72,0.08,65,13.16,24.85,20.61,0.06
27-Jun-20,SWAS,Treliske Hospital,103,100.00%,26,25.24%,7,6.80%,0,0.00%,0,0.00%,4.14,0.75,0,41.28,11.46,24.23,19.67,0.04
28-Jun-20,SWAS,Treliske Hospital,98,100.00%,19,19.39%,3,3.06%,0,0.00%,0,0.00%,2.14,0.13,0,33.83,10.74,20.72,17.54,0.02
29-Jun-20,SWAS,Treliske Hospital,105,100.00%,32,30.48%,6,5.71%,0,0.00%,0,0.00%,5.32,0.72,0,50.25,12.2,27.45,21.34,0.05
30-Jun-20,SWAS,Treliske Hospital,102,100.00%,32,31.37%,12,11.76%,0,0.00%,0,0.00%,6.21,1.23,0,50.67,13.09,30.63,22.26,0.06
01-Jul-20,SWAS,Treliske Hospital,74,100.00%,16,21.62%,3,4.05%,0,0.00%,0,0.00%,2.36,0.62,0,51.53,11.08,20,13.67,0.03
02-Jul-20,SWAS,Treliske Hospital,98,100.00%,17,17.35%,0,0.00%,0,0.00%,0,0.00%,1.58,0,0,26.72,10.57,20.65,17.26,0.02
03-Jul-20,SWAS,Treliske Hospital,93,100.00%,24,25.81%,4,4.30%,0,0.00%,0,0.00%,4.16,1.42,0,59.03,12.07,22.7,18.71,0.04
04-Jul-20,SWAS,Treliske Hospital,86,100.00%,33,38.37%,6,6.98%,0,0.00%,0,0.00%,5.15,0.74,0,47.28,14.83,27.47,21.26,0.06
05-Jul-20,SWAS,Treliske Hospital,91,100.00%,22,24.18%,7,7.69%,2,2.20%,0,0.00%,5.16,1.81,0.33,74.23,13.12,28.33,19.9,0.06
06-Jul-20,SWAS,Treliske Hospital,102,100.00%,32,31.37%,6,5.88%,0,0.00%,0,0.00%,4.38,1.02,0,56.33,13,22.75,22.09,0.04
07-Jul-20,SWAS,Treliske Hospital,102,100.00%,19,18.63%,7,6.86%,1,0.98%,0,0.00%,4.4,1.73,0.32,78.95,11.73,19.93,19.95,0.04
08-Jul-20,SWAS,Treliske Hospital,109,100.00%,57,52.29%,28,25.69%,12,11.01%,0,0.00%,21.44,11.69,2.08,81.08,23.43,62.3,42.57,0.2
09-Jul-20,SWAS,Treliske Hospital,94,100.00%,39,41.49%,13,13.83%,1,1.06%,0,0.00%,8.99,3.11,0.1,66.18,17.46,34.62,27.35,0.1
10-Jul-20,SWAS,Treliske Hospital,106,100.00%,34,32.08%,10,9.43%,2,1.89%,0,0.00%,7.23,2.78,0.36,73.68,14.25,29.78,25.18,0.07
11-Jul-20,SWAS,Treliske Hospital,92,100.00%,26,28.26%,3,3.26%,0,0.00%,0,0.00%,3.7,0.77,0,57.05,11.86,22.43,18.19,0.04
12-Jul-20,SWAS,Treliske Hospital,107,100.00%,30,28.04%,5,4.67%,0,0.00%,0,0.00%,4.03,0.54,0,39.88,12.59,25.25,22.44,0.04
13-Jul-20,SWAS,Treliske Hospital,108,100.00%,43,39.81%,10,9.26%,1,0.93%,0,0.00%,8.12,1.79,0.18,70.8,15.46,29.47,27.83,0.08
14-Jul-20,SWAS,Treliske Hospital,95,100.00%,26,27.37%,12,12.63%,3,3.16%,0,0.00%,7.69,3.69,0.29,71.3,14.57,36.23,23.06,0.08
15-Jul-20,SWAS,Treliske Hospital,101,100.00%,30,29.70%,15,14.85%,4,3.96%,3,2.97%,10.33,5.27,1.86,99.2,15.76,36.6,26.52,0.1
16-Jul-20,SWAS,Treliske Hospital,93,100.00%,25,26.88%,8,8.60%,2,2.15%,1,1.08%,7.08,3.17,1.14,99.38,14.34,29.57,22.23,0.08
17-Jul-20,SWAS,Treliske Hospital,118,100.00%,46,38.98%,11,9.32%,2,1.69%,0,0.00%,9.38,2.6,0.39,76.28,15.55,29.32,30.57,0.08
18-Jul-20,SWAS,Treliske Hospital,113,100.00%,26,23.01%,5,4.42%,1,0.88%,0,0.00%,4.44,1.02,0,60.23,11.57,22.52,21.8,0.04
19-Jul-20,SWAS,Treliske Hospital,107,100.00%,26,24.30%,4,3.74%,0,0.00%,0,0.00%,3.71,0.75,0,52.35,11.49,23.88,20.49,0.03
20-Jul-20,SWAS,Treliske Hospital,112,100.00%,57,50.89%,21,18.75%,5,4.46%,1,0.89%,15.4,6.08,1.31,99.58,19.62,36.1,36.63,0.14
21-Jul-20,SWAS,Treliske Hospital,102,100.00%,34,33.33%,6,5.88%,1,0.98%,0,0.00%,5.51,1.32,0.07,64.48,13.46,24.95,22.88,0.05
22-Jul-20,SWAS,Treliske Hospital,118,100.00%,22,18.64%,2,1.69%,0,0.00%,0,0.00%,2.45,0.3,0,46.55,10.72,18.6,21.08,0.02
23-Jul-20,SWAS,Treliske Hospital,106,100.00%,26,24.53%,5,4.72%,0,0.00%,0,0.00%,3.63,0.49,0,46.4,11.49,24.6,20.3,0.03
24-Jul-20,SWAS,Treliske Hospital,101,100.00%,27,26.73%,3,2.97%,0,0.00%,0,0.00%,3.98,0.94,0,55.37,11.86,22.12,19.96,0.04
25-Jul-20,SWAS,Treliske Hospital,113,100.00%,30,26.55%,6,5.31%,0,0.00%,0,0.00%,4.05,0.38,0,39.12,12.11,23.6,22.81,0.04
26-Jul-20,SWAS,Treliske Hospital,121,100.00%,52,42.98%,18,14.88%,3,2.48%,0,0.00%,11.77,4.18,0.12,67.02,16.34,34.33,32.95,0.1
27-Jul-20,SWAS,Treliske Hospital,106,100.00%,30,28.30%,7,6.60%,1,0.94%,0,0.00%,5.17,1.62,0.08,64.87,12.69,24.47,22.43,0.05
28-Jul-20,SWAS,Treliske Hospital,107,100.00%,28,26.17%,3,2.80%,0,0.00%,0,0.00%,3.47,0.31,0,38,11.49,23.47,20.49,0.03
29-Jul-20,SWAS,Treliske Hospital,108,100.00%,46,42.59%,5,4.63%,1,0.93%,0,0.00%,6.27,0.88,0.01,60.42,14.4,24.88,25.92,0.06
30-Jul-20,SWAS,Treliske Hospital,122,100.00%,52,42.62%,11,9.02%,1,0.82%,0,0.00%,10.01,2.54,0.1,65.82,15.95,29.08,32.43,0.08
31-Jul-20,SWAS,Treliske Hospital,111,100.00%,54,48.65%,7,6.31%,1,0.90%,1,0.90%,8.54,1.78,0.52,91.25,16.06,27.98,29.71,0.08
01-Aug-20,SWAS,Treliske Hospital,114,100.00%,23,20.18%,2,1.75%,0,0.00%,0,0.00%,2.87,0.42,0,44.08,11.75,19.72,22.32,0.03
02-Aug-20,SWAS,Treliske Hospital,106,100.00%,31,29.25%,4,3.77%,0,0.00%,0,0.00%,3.59,0.63,0,47.02,11.9,22.08,21.02,0.03
03-Aug-20,SWAS,Treliske Hospital,118,100.00%,58,49.15%,22,18.64%,2,1.69%,0,0.00%,12.84,3.84,0.24,69.97,18.18,37.38,35.76,0.11
04-Aug-20,SWAS,Treliske Hospital,108,100.00%,30,27.78%,4,3.70%,1,0.93%,0,0.00%,4.56,1.24,0.11,66.65,13.25,24.68,23.84,0.04
05-Aug-20,SWAS,Treliske Hospital,111,100.00%,31,27.93%,5,4.50%,0,0.00%,0,0.00%,3.35,0.26,0,36.37,10.97,20.65,20.29,0.03
06-Aug-20,SWAS,Treliske Hospital,121,100.00%,33,27.27%,3,2.48%,0,0.00%,0,0.00%,3.53,0.38,0,43.02,11.64,22.07,23.47,0.03
07-Aug-20,SWAS,Treliske Hospital,137,100.00%,34,24.82%,7,5.11%,1,0.73%,0,0.00%,5.86,1.31,0.27,76.32,12.03,23.75,27.48,0.04
08-Aug-20,SWAS,Treliske Hospital,112,100.00%,36,32.14%,7,6.25%,1,0.89%,0,0.00%,5.48,1.33,0.03,62.07,12.68,24.57,23.67,0.05
09-Aug-20,SWAS,Treliske Hospital,130,100.00%,39,30.00%,12,9.23%,0,0.00%,0,0.00%,6.92,1.86,0,52.05,13.39,26.08,29.01,0.05
10-Aug-20,SWAS,Treliske Hospital,136,100.00%,59,43.38%,29,21.32%,7,5.15%,0,0.00%,19.44,8.94,0.71,80.47,19.64,48.37,44.52,0.14
11-Aug-20,SWAS,Treliske Hospital,109,100.00%,26,23.85%,2,1.83%,0,0.00%,0,0.00%,2.42,0.14,0,37.6,10.43,20.28,18.95,0.02
12-Aug-20,SWAS,Treliske Hospital,116,100.00%,25,21.55%,5,4.31%,0,0.00%,0,0.00%,3.65,0.85,0,49.75,10.47,19.75,20.25,0.03
13-Aug-20,SWAS,Treliske Hospital,108,100.00%,28,25.93%,3,2.78%,1,0.93%,1,0.93%,5.54,1.8,1.16,129.67,12.99,25.48,23.38,0.05
14-Aug-20,SWAS,Treliske Hospital,109,100.00%,35,32.11%,8,7.34%,5,4.59%,0,0.00%,8.15,4.1,1.44,86.9,14.24,25.15,25.87,0.07
15-Aug-20,SWAS,Treliske Hospital,114,100.00%,37,32.46%,6,5.26%,0,0.00%,0,0.00%,5.54,0.51,0,43.17,13.33,26.47,25.33,0.05
16-Aug-20,SWAS,Treliske Hospital,105,100.00%,30,28.57%,4,3.81%,2,1.90%,0,0.00%,4.43,1.39,0.18,67.13,12.53,21.78,21.93,0.04
17-Aug-20,SWAS,Treliske Hospital,127,100.00%,38,29.92%,5,3.94%,0,0.00%,0,0.00%,6.09,0.82,0,50.8,12.51,26.98,26.48,0.05
18-Aug-20,SWAS,Treliske Hospital,118,100.00%,24,20.34%,6,5.08%,0,0.00%,0,0.00%,3.78,0.97,0,59.58,11.22,20.18,22.06,0.03
19-Aug-20,SWAS,Treliske Hospital,116,100.00%,26,22.41%,4,3.45%,0,0.00%,0,0.00%,3.05,0.36,0,37.93,11.31,20.4,21.86,0.03
20-Aug-20,SWAS,Treliske Hospital,93,100.00%,22,23.66%,4,4.30%,0,0.00%,0,0.00%,2.5,0.32,0,42.6,10.51,20.9,16.29,0.03
21-Aug-20,SWAS,Treliske Hospital,115,100.00%,35,30.43%,6,5.22%,0,0.00%,0,0.00%,5.37,1.26,0,56.65,12.1,23.7,23.19,0.05
22-Aug-20,SWAS,Treliske Hospital,107,100.00%,25,23.36%,4,3.74%,0,0.00%,0,0.00%,2.94,0.51,0,54.68,11.33,19.23,20.21,0.03
23-Aug-20,SWAS,Treliske Hospital,102,100.00%,45,44.12%,6,5.88%,0,0.00%,0,0.00%,6.02,0.19,0,33.5,14.77,28.67,25.11,0.06
24-Aug-20,SWAS,Treliske Hospital,118,100.00%,48,40.68%,23,19.49%,7,5.93%,3,2.54%,18.29,9.61,3.23,108.83,19.82,44.75,38.97,0.15
25-Aug-20,SWAS,Treliske Hospital,114,100.00%,34,29.82%,8,7.02%,1,0.88%,0,0.00%,6.01,1.18,0.11,66.62,12.56,26.32,23.86,0.05
26-Aug-20,SWAS,Treliske Hospital,110,100.00%,12,10.91%,2,1.82%,0,0.00%,0,0.00%,2.05,0.55,0,58.12,9.15,15.15,16.78,0.02
27-Aug-20,SWAS,Treliske Hospital,122,100.00%,34,27.87%,2,1.64%,0,0.00%,0,0.00%,3.31,0.21,0,40.65,11.19,21.03,22.74,0.03
28-Aug-20,SWAS,Treliske Hospital,132,100.00%,52,39.39%,20,15.15%,1,0.76%,0,0.00%,11.43,2.59,0.06,63.77,15.89,36.17,34.95,0.09
29-Aug-20,SWAS,Treliske Hospital,107,100.00%,38,35.51%,8,7.48%,1,0.93%,0,0.00%,7.35,1.7,0.33,79.97,14.91,28.73,26.58,0.07
30-Aug-20,SWAS,Treliske Hospital,109,100.00%,34,31.19%,5,4.59%,0,0.00%,0,0.00%,4.66,0.73,0,43.92,12.01,24.72,21.81,0.04
31-Aug-20,SWAS,Treliske Hospital,140,100.00%,46,32.86%,5,3.57%,0,0.00%,0,0.00%,6.24,0.66,0,45.08,13.16,24.72,30.7,0.04
