Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
08-Nov-22,EMAS,Kettering General Hospital,70,100.00%,60,85.71%,18,25.71%,0,0.00%,0,0.00%,27.24,6.47,0,54.37,25.11,42.13,29.3,0.39
08-Nov-22,LAS,King Georges; Ilford,43,68.25%,41,95.35%,34,79.07%,20,46.51%,14,32.56%,51.89,42.18,29.33,590,86.7,161.52,62.14,1.21
08-Nov-22,LAS,Kings College,82,88.17%,54,65.85%,27,32.93%,5,6.10%,5,6.10%,22.18,12.26,5.92,216.78,28.9,49.97,39.49,0.27
08-Nov-22,EMAS,Kings Mill Hospital,92,100.00%,65,70.65%,14,15.22%,1,1.09%,0,0.00%,26.75,5.32,0.13,62.13,21.83,32.17,33.47,0.29
08-Nov-22,LAS,Kingston,44,93.62%,32,72.73%,7,15.91%,4,9.09%,3,6.82%,10.95,6.19,3.62,139.03,29.13,45.12,21.36,0.25
08-Nov-22,YAS,Leeds General Infirmary,40,54.05%,15,37.50%,5,12.50%,1,2.50%,1,2.50%,4.07,1.97,0.91,114.82,17.21,36.57,11.47,0.1
08-Nov-22,EMAS,Leicester Royal Infirmary,156,100.00%,141,90.38%,111,71.15%,88,56.41%,66,42.31%,208.91,169.78,115.97,263.8,83.02,176.72,215.85,1.34
08-Nov-22,NWAS,Leighton,44,62.86%,35,79.55%,11,25.00%,0,0.00%,0,0.00%,5.89,0.72,0,40.3,22.27,33.42,16.33,0.13
08-Nov-22,LAS,Lewisham,50,94.34%,34,68.00%,21,42.00%,6,12.00%,3,6.00%,16.77,10.36,3.65,120.58,32.77,71.85,27.3,0.34
08-Nov-22,EMAS,Lincoln County Hospital,90,100.00%,86,95.56%,61,67.78%,36,40.00%,26,28.89%,102.55,78,47.57,231.7,70.39,161.13,105.58,1.14
08-Nov-22,EEAST,Lister Hospital,49,60.49%,49,100.00%,44,89.80%,30,61.22%,22,44.90%,93.05,81.24,63.62,367.33,128.94,295.05,105.3,1.9
08-Nov-22,EEAST,Luton And Dunstable Hospital,56,70.89%,38,67.86%,16,28.57%,6,10.71%,5,8.93%,21.1,14.73,10.37,239.17,35.89,64.9,33.5,0.38
08-Nov-22,NWAS,Macclesfield General,14,42.42%,12,85.71%,11,78.57%,1,7.14%,0,0.00%,6.2,3.21,0.2,72.18,40.86,55.7,9.54,0.44
08-Nov-22,SECAmb,Maidstone Hospital,52,96.30%,30,57.69%,7,13.46%,1,1.92%,0,0.00%,5.43,1.27,0.04,62.13,19.89,32.33,17.24,0.1
08-Nov-22,NWAS,Manchester Royal Infirmary,50,71.43%,41,82.00%,18,36.00%,6,12.00%,2,4.00%,15.28,7.95,2.65,108.13,32.7,67.42,27.25,0.31
08-Nov-22,SECAmb,Medway Maritime Hospital,109,99.09%,41,37.61%,3,2.75%,1,0.92%,0,0.00%,3.8,0.75,0.05,63.08,14.37,20.25,26.11,0.03
08-Nov-22,SCAS,Milton Keynes General Hospital,52,82.54%,46,88.46%,13,25.00%,2,3.85%,0,0.00%,10.22,3.42,0.55,80.93,26.42,41.6,22.9,0.2
08-Nov-22,SWAS,Musgrove Park Hospital,80,100.00%,62,77.50%,40,50.00%,9,11.25%,1,1.25%,23.96,11.34,1.88,93.98,32.12,60.43,42.82,0.3
08-Nov-22,WMAS,New Cross,108,93.91%,92,85.19%,58,53.70%,42,38.89%,29,26.85%,81.48,64.06,40.12,215,59.75,151.7,107.56,0.75
08-Nov-22,WMAS,New Queen Elizabeth Hosp,108,90.76%,90,83.33%,40,37.04%,16,14.81%,12,11.11%,47.1,31.66,19.5,244.53,40.71,95.53,73.27,0.44
08-Nov-22,LAS,Newham,36,57.14%,30,83.33%,12,33.33%,2,5.56%,2,5.56%,12.46,7.64,4.4,278.27,33.62,54.6,20.17,0.35
08-Nov-22,EEAST,Norfolk & Norwich University Hospital,79,72.48%,76,96.20%,63,79.75%,54,68.35%,49,62.03%,143.07,125.84,96.45,298.77,123.59,230.43,162.72,1.81
08-Nov-22,SWAS,North Devon District Hospital,45,100.00%,39,86.67%,27,60.00%,17,37.78%,13,28.89%,39.83,31.4,20.26,203.57,67.48,172.85,50.61,0.89
08-Nov-22,SCAS,North Hants Hospital,45,93.75%,12,26.67%,1,2.22%,0,0.00%,0,0.00%,1.14,0.17,0,39.98,12.74,19.42,9.56,0.03
08-Nov-22,NWAS,North Manchester General,38,76.00%,31,81.58%,17,44.74%,8,21.05%,3,7.89%,17.12,11.6,5.13,151.68,41.66,89.42,26.38,0.45
08-Nov-22,LAS,North Middlesex,51,75.00%,45,88.24%,30,58.82%,11,21.57%,2,3.92%,23.27,13.84,2.89,102.42,41.08,68.72,34.92,0.46
08-Nov-22,NEAS,North Tees Hospital A&E,25,46.30%,18,72.00%,6,24.00%,4,16.00%,3,12.00%,8.92,8.18,7.26,183.58,34.46,87.05,14.36,0.36
08-Nov-22,EMAS,Northampton General Hospital,89,100.00%,71,79.78%,42,47.19%,18,20.22%,7,7.87%,51.96,32.37,11.57,143,39.82,86.32,59.06,0.58
08-Nov-22,YAS,Northern General Hospital,57,51.82%,51,89.47%,32,56.14%,14,24.56%,6,10.53%,29.23,18.19,7.84,141.92,45.09,93.78,42.83,0.51
08-Nov-22,LAS,Northwick Park,100,94.34%,57,57.00%,27,27.00%,10,10.00%,3,3.00%,23.36,14.36,5.35,161.23,26.6,58.2,44.34,0.23
08-Nov-22,EMAS,Nottingham City Hospital Campus,19,100.00%,11,57.89%,3,15.79%,0,0.00%,0,0.00%,4.28,1.07,0,56.12,19.97,35,6.32,0.23
08-Nov-22,NEAS,Nsec A&E,70,67.96%,60,85.71%,46,65.71%,20,28.57%,11,15.71%,42.89,41.11,28,169.12,51.19,124.93,59.73,0.61
08-Nov-22,EEAST,Peterborough City Hospital,68,88.31%,61,89.71%,36,52.94%,14,20.59%,8,11.76%,37.24,25.41,15.26,270.15,47.69,111.4,54.05,0.55
08-Nov-22,EMAS,Peterborough City Hospital,30,100.00%,28,93.33%,19,63.33%,12,40.00%,10,33.33%,34.85,26.03,16.27,279.85,69.66,141.13,34.83,1.16
08-Nov-22,YAS,Pinderfields General Hospital,110,83.97%,65,59.09%,26,23.64%,0,0.00%,0,0.00%,14.61,4.9,0,56.67,21.04,43.87,38.57,0.13
08-Nov-22,SWAS,Poole Hospital,63,100.00%,51,80.95%,36,57.14%,20,31.75%,14,22.22%,51.4,40.39,25.67,275.82,62.64,133.35,65.77,0.82
08-Nov-22,EEAST,Princess Alexandra Hospital,32,62.75%,31,96.88%,26,81.25%,17,53.13%,12,37.50%,38.19,31.19,21.49,492.28,86.2,144.93,45.97,1.19
08-Nov-22,WMAS,Princess Royal,42,57.53%,41,97.62%,37,88.10%,29,69.05%,25,59.52%,220.32,210.53,194.57,"1,540.00",329.71,"1,051.90",230.8,5.25
08-Nov-22,SECAmb,Princess Royal Hospital,19,90.48%,12,63.16%,2,10.53%,0,0.00%,0,0.00%,1.33,0.17,0,37.12,18.54,27.2,5.87,0.07
08-Nov-22,LAS,Princess Royal; Farnborough,54,80.60%,41,75.93%,26,48.15%,19,35.19%,11,20.37%,33.98,26.15,15.48,187.28,50.95,138,45.86,0.63
08-Nov-22,SCAS,Queen Alexandra Hospital,130,92.86%,86,66.15%,38,29.23%,25,19.23%,12,9.23%,43.74,30.05,14.2,157.28,33.76,80.62,73.15,0.34
08-Nov-22,NEAS,Queen Elizabeth Emrg Hub,37,80.43%,27,72.97%,12,32.43%,5,13.51%,3,8.11%,10.59,9.84,6.44,111.98,30.94,106.35,19.08,0.29
08-Nov-22,EEAST,Queen Elizabeth Hospital,42,89.36%,36,85.71%,33,78.57%,28,66.67%,26,61.90%,61.19,52.38,37.37,285.87,101.59,173.05,71.12,1.46
08-Nov-22,LAS,Queen Elizabeth Ii; Woolwich,73,85.88%,36,49.32%,20,27.40%,11,15.07%,10,13.70%,26.52,19.77,12.5,211.97,32.88,105.53,40,0.36
08-Nov-22,SECAmb,Queen Elizabeth Queen Mother Hospital,69,90.79%,55,79.71%,10,14.49%,0,0.00%,0,0.00%,8.82,1.32,0,54.68,21.8,33.27,25.06,0.13
08-Nov-22,EMAS,Queens Medical Centre Campus Hospital,172,100.00%,128,74.42%,51,29.65%,8,4.65%,1,0.58%,64.4,25.39,2.51,106.47,27.27,50.03,78.19,0.37
08-Nov-22,LAS,Queens; Romford - A&E,35,46.67%,35,100.00%,33,94.29%,21,60.00%,17,48.57%,57.97,49.34,34.61,309.95,114.37,220.15,66.72,1.66
08-Nov-22,YAS,Rotherham District General Hos,66,89.19%,30,45.45%,12,18.18%,1,1.52%,1,1.52%,7.7,3.32,0.54,92.68,18.82,38.62,20.7,0.12
08-Nov-22,NWAS,Royal Albert Edward Infirmary,47,95.92%,43,91.49%,35,74.47%,24,51.06%,13,27.66%,44.73,35.03,20.22,273.37,71.67,137.37,56.14,0.95
08-Nov-22,SCAS,Royal Berkshire Hospital,102,84.30%,63,61.76%,22,21.57%,3,2.94%,0,0.00%,14.8,5.67,0.47,78.27,21.99,40.8,37.38,0.15
08-Nov-22,NWAS,Royal Blackburn,83,76.85%,54,65.06%,11,13.25%,0,0.00%,0,0.00%,7.59,0.91,0,43.88,18.82,31.42,26.03,0.09
08-Nov-22,NWAS,Royal Bolton,56,94.92%,36,64.29%,16,28.57%,5,8.93%,3,5.36%,16,9.32,3.79,154.92,30.72,58.77,28.67,0.29
08-Nov-22,SWAS,Royal Bournemouth Hospital,63,100.00%,44,69.84%,29,46.03%,14,22.22%,5,7.94%,26.76,18.14,7.61,179.97,38.79,77.05,40.73,0.42
08-Nov-22,EMAS,Royal Derby Hospital,130,100.00%,114,87.69%,36,27.69%,1,0.77%,0,0.00%,55.77,16.8,1.36,76.62,25.26,40.15,54.73,0.43
08-Nov-22,SWAS,Royal Devon And Exeter Wonford,71,100.00%,51,71.83%,36,50.70%,15,21.13%,3,4.23%,26.97,16.3,4.64,116.07,35.68,78.18,42.22,0.38
08-Nov-22,LAS,Royal Free,40,86.96%,29,72.50%,8,20.00%,3,7.50%,0,0.00%,6.79,2.74,1.03,88.03,22.33,33.3,14.89,0.17
08-Nov-22,SCAS,Royal Hampshire County Hospital,56,94.92%,12,21.43%,3,5.36%,1,1.79%,0,0.00%,2.23,0.99,0.11,66.48,14.01,19.07,13.07,0.04
08-Nov-22,NWAS,Royal Lancaster Infirmary,32,82.05%,26,81.25%,10,31.25%,3,9.38%,1,3.13%,9.97,5.01,2.23,177.07,32.59,49.52,17.38,0.31
08-Nov-22,NWAS,Royal Liverpool University,39,61.90%,37,94.87%,29,74.36%,20,51.28%,17,43.59%,71.71,63.42,50.85,619.97,125.02,263.05,81.26,1.84
08-Nov-22,LAS,Royal London (Whitechapel),43,65.15%,37,86.05%,15,34.88%,5,11.63%,4,9.30%,12.92,7.37,3.13,112.57,32.37,74.82,23.2,0.3
08-Nov-22,NWAS,Royal Oldham,39,63.93%,33,84.62%,21,53.85%,13,33.33%,8,20.51%,38.69,31.67,23.41,357.12,73.81,212.22,47.98,0.99
08-Nov-22,NWAS,Royal Preston,47,90.38%,38,80.85%,30,63.83%,18,38.30%,10,21.28%,36.71,28.18,16.48,233.63,61.32,113.77,48.03,0.78
08-Nov-22,WMAS,Royal Shrewsbury,55,80.88%,52,94.55%,42,76.36%,31,56.36%,29,52.73%,120.28,108.58,90.8,644,145.69,297.3,133.54,2.19
08-Nov-22,WMAS,Royal Stoke Univ Hosp,122,80.26%,103,84.43%,79,64.75%,62,50.82%,52,42.62%,201.21,179.18,143.22,543,112.95,266.73,229.67,1.65
08-Nov-22,SECAmb,Royal Surrey County Hospital,43,97.73%,27,62.79%,5,11.63%,1,2.33%,0,0.00%,4.3,1.06,0.15,68.95,19.62,30.85,14.06,0.1
08-Nov-22,SECAmb,Royal Sussex County Hospital,75,88.24%,63,84.00%,35,46.67%,9,12.00%,0,0.00%,24.42,12.85,1.27,73.35,33.99,63.1,42.49,0.33
08-Nov-22,SWAS,Royal United Hospital - Bath,80,100.00%,67,83.75%,57,71.25%,45,56.25%,41,51.25%,220.18,204.97,180.07,681.28,178.88,386.62,238.5,2.75
08-Nov-22,WMAS,Russells Hall,107,99.07%,79,73.83%,25,23.36%,8,7.48%,2,1.87%,21.23,8.87,1.84,114.03,25.86,51.88,46.11,0.2
08-Nov-22,NEAS,Rvi A&E,51,63.75%,32,62.75%,4,7.84%,0,0.00%,0,0.00%,4.29,1.47,0,41.43,18.41,51.55,15.65,0.08
08-Nov-22,NWAS,Salford Royal,60,76.92%,29,48.33%,8,13.33%,4,6.67%,3,5.00%,8.89,5,2.24,108.03,21.25,35.67,21.25,0.15
08-Nov-22,SWAS,Salisbury District Hospital,40,100.00%,26,65.00%,21,52.50%,10,25.00%,6,15.00%,21.09,15.36,7.76,167.98,44.27,114.28,29.51,0.53
08-Nov-22,WMAS,Sandwell,88,96.70%,54,61.36%,20,22.73%,9,10.23%,4,4.55%,22.2,14.36,8.33,325.47,28.58,59.37,41.92,0.25
08-Nov-22,YAS,Scarborough District General Hospital,26,59.09%,25,96.15%,23,88.46%,16,61.54%,12,46.15%,50.41,44.35,34.24,340,131.29,310.75,56.89,1.94
08-Nov-22,EMAS,Scunthorpe General Hospital,40,100.00%,32,80.00%,21,52.50%,17,42.50%,9,22.50%,35.57,24.84,14.28,158.52,54.58,114.77,36.39,0.89
08-Nov-22,NEAS,South Tyneside Hosp A&E,16,76.19%,9,56.25%,3,18.75%,0,0.00%,0,0.00%,1.69,1.28,0,51.45,20.56,56.38,5.48,0.11
08-Nov-22,SCAS,Southampton General Hospital,98,72.06%,40,40.82%,5,5.10%,0,0.00%,0,0.00%,4.44,0.99,0,58.63,15.47,19.5,25.27,0.05
08-Nov-22,EEAST,Southend University Hospital,36,69.23%,31,86.11%,24,66.67%,17,47.22%,12,33.33%,45.16,38.14,27.93,519.35,89.84,208.3,53.9,1.25
08-Nov-22,SWAS,Southmead Hospital,88,100.00%,77,87.50%,50,56.82%,26,29.55%,22,25.00%,88.67,72.56,53.98,495.65,74.79,218.15,109.7,1.01
08-Nov-22,NWAS,Southport District General,43,95.56%,38,88.37%,24,55.81%,8,18.60%,1,2.33%,17.26,8.98,2.16,122.47,38.57,65.17,27.64,0.4
08-Nov-22,LAS,St Georges; Tooting,73,89.02%,54,73.97%,19,26.03%,10,13.70%,3,4.11%,18.92,11.56,4.68,165.03,29.31,64.5,35.66,0.26
08-Nov-22,LAS,St Helier,42,84.00%,34,80.95%,18,42.86%,13,30.95%,10,23.81%,29.62,23.48,15.91,211.82,56.72,142.8,39.7,0.71
08-Nov-22,YAS,St James University Hospital,61,53.98%,38,62.30%,12,19.67%,0,0.00%,0,0.00%,7.4,1.72,0,54.78,19.94,35.03,20.27,0.12
08-Nov-22,IOW,St Mary'S Hospital,45,97.83%,10,22.22%,0,0.00%,0,0.00%,0,0.00%,1.04,0,0,29.77,13.17,18.82,9.87,0.02
08-Nov-22,LAS,St Marys; W2,52,86.67%,19,36.54%,1,1.92%,0,0.00%,0,0.00%,2.12,0.48,0,58.55,13.99,21.92,12.13,0.04
08-Nov-22,SECAmb,St Peters Hospital,90,98.90%,74,82.22%,32,35.56%,9,10.00%,1,1.11%,22.22,10.92,1.94,96.68,29.26,58.78,43.89,0.25
08-Nov-22,SECAmb,St Richards Hospital,62,98.41%,42,67.74%,10,16.13%,2,3.23%,0,0.00%,7.19,2.21,0.26,72.92,20.78,34.63,21.47,0.12
